Symbol	ID	Name	Synonyms	Chromosome	Category
SERPIND1	3053	serpin family D member 1	D22S673|HC2|HCF2|HCII|HLS2|LS2|THPH10	22	Antimicrobials
DEFB129	140881	defensin beta 129	C20orf87|DEFB-29|DEFB29|bA530N10.3|hBD-29	20	Antimicrobials
DEFB127	140850	defensin beta 127	C20orf73|DEF-27|DEFB-27|DEFB27|bA530N10.2|hBD-27	20	Antimicrobials
S100P	6286	S100 calcium binding protein P	MIG9	4	Antimicrobials
S100A7	6278	S100 calcium binding protein A7	PSOR1|S100A7c	1	Antimicrobials
DEFB104A	140596	defensin beta 104A	BD-4|DEFB-4|DEFB104|DEFB4|hBD-4	8	Antimicrobials
DEFB126	81623	defensin beta 126	C20orf8|DEFB-26|DEFB26|HBD26|bA530N10.1|hBD-26	20	Antimicrobials
DEFB106B	503841	defensin beta 106B	BD-6|DEFB-6	8	Antimicrobials
DEFB104B	503618	defensin beta 104B	BD-4|DEFB-4|hBD-4	8	Antimicrobials
DEFB107B	503614	defensin beta 107B	HsT21816	8	Antimicrobials
PGLYRP3	114771	peptidoglycan recognition protein 3	PGLYRPIalpha|PGRP-Ialpha|PGRPIA	1	Antimicrobials
PGLYRP2	114770	peptidoglycan recognition protein 2	HMFT0141|PGLYRPL|PGRP-L|PGRPL|TAGL-like|tagL|tagL-alpha|tagl-beta	19	Antimicrobials
S100A10	6281	S100 calcium binding protein A10	42C|ANX2L|ANX2LG|CAL1L|CLP11|Ca[1]|GP11|P11|p10	1	Antimicrobials
S100A2	6273	S100 calcium binding protein A2	CAN19|S100L	1	Antimicrobials
DEFB125	245938	defensin beta 125	DEFB-25	20	Antimicrobials
DEFB123	245936	defensin beta 123	DEFB-23|DEFB23|ESC42-RELD	20	Antimicrobials
DEFB105B	504180	defensin beta 105B	BD-5|DEFB-5	8	Antimicrobials
DEFB132	400830	defensin beta 132	BD-32|DEFB-32|DEFB32|HEL-75|KFLL827|UNQ827	20	Antimicrobials
BPIFB3	359710	BPI fold containing family B member 3	C20orf185|LPLUNC3|RYA3	20	Antimicrobials
LCN12	286256	lipocalin 12	-	9	Antimicrobials
PGLYRP4	57115	peptidoglycan recognition protein 4	PGLYRPIbeta|PGRP-Ibeta|PGRPIB|SBBI67	1	Antimicrobials
S100A11	6282	S100 calcium binding protein A11	HEL-S-43|MLN70|S100C	1	Antimicrobials
S100A5	6276	S100 calcium binding protein A5	S100D	1	Antimicrobials
S100A3	6274	S100 calcium binding protein A3	S100E	1	Antimicrobials
S100A1	6271	S100 calcium binding protein A1	S100|S100-alpha|S100A	1	Antimicrobials
DEFB128	245939	defensin beta 128	DEFB-28|DEFB28|hBD-28	20	Antimicrobials
DEFB108B	245911	defensin beta 108B	DEFB-8|hBD-8	11	Antimicrobials
HTN1	3346	histatin 1	HIS1	4	Antimicrobials
LMBR1L	55716	limb development membrane protein 1 like	LIMR	12	Antimicrobials
S100A7A	338324	S100 calcium binding protein A7A	NICE-2|NICE2|S100A15|S100A7L1|S100A7f	1	Antimicrobials
DEFB118	117285	defensin beta 118	C20orf63|DEFB-18|ESC42|ESP13.6	20	Antimicrobials
COLEC12	81035	collectin subfamily member 12	CLP1|NSR2|SCARA4|SRCL	18	Antimicrobials
TMSB4Y	9087	thymosin beta 4 Y-linked	TB4Y	Y	Antimicrobials
DEFB131A	644414	defensin beta 131A	DEFB-31|DEFB131	4	Antimicrobials
DEFB134	613211	defensin beta 134	-	8	Antimicrobials
DEFB130A	245940	defensin beta 130A	DEFB-30|DEFB130|DEFB130L|DEFB30	8	Antimicrobials
DEFB124	245937	defensin beta 124	DEFB-24	20	Antimicrobials
DEFB121	245934	defensin beta 121	DEFB21|ESC42RELC	20	Antimicrobials
DEFB116	245930	defensin beta 116	DEFB-16	20	Antimicrobials
DEFB115	245929	defensin beta 115	DEFB-15	20	Antimicrobials
DEFB114	245928	defensin beta 114	DEFB-14|DEFB14	6	Antimicrobials
DEFB113	245927	defensin beta 113	DEFB-13	6	Antimicrobials
DEFB112	245915	defensin beta 112	DEFB-12	6	Antimicrobials
DEFB110	245913	defensin beta 110	DEFB-10|DEFB-11|DEFB111	6	Antimicrobials
TMSB15B	286527	thymosin beta 15B	TMSB15A|TMSL8|TMSNB|Tbeta15b	X	Antimicrobials
DEFB133	403339	defensin beta 133	-	6	Antimicrobials
S100Z	170591	S100 calcium binding protein Z	Gm625|S100-zeta	5	Antimicrobials
MAVS	57506	mitochondrial antiviral signaling protein	CARDIF|IPS-1|IPS1|VISA	20	Antimicrobials
TMSB4XP8	7117	TMSB4X pseudogene 8	TMSL3	4	Antimicrobials
S100A14	57402	S100 calcium binding protein A14	BCMP84|S100A15	1	Antimicrobials
LCN10	414332	lipocalin 10	-	9	Antimicrobials
S100A16	140576	S100 calcium binding protein A16	AAG13|DT1P1A7|S100F	1	Antimicrobials
DEFB136	613210	defensin beta 136	DEFB137	8	Antimicrobials
DEFB135	613209	defensin beta 135	DEFB136	8	Antimicrobials
DEFB117	245931	defensin beta 117 (pseudogene)	DEFB-17	20	Antimicrobials
DEFB110	245913	defensin beta 110	DEFB-10|DEFB-11|DEFB111	6	Antimicrobials
ZC3HAV1L	92092	"zinc finger CCCH-type containing, antiviral 1 like"	C7orf39	7	Antimicrobials
S100A7L2	645922	S100 calcium binding protein A7 like 2	S100a7b	1	Antimicrobials
MBL3P	50639	"mannose-binding lectin family member 3, pseudogene"	COLEC2|MBL	10	Antimicrobials
DEFB4B	100289462	defensin beta 4B	DEFB4P	8	Antimicrobials
BPIFB4	149954	BPI fold containing family B member 4	C20orf186|LPLUNC4|RY2G5|dJ726C3.5	20	Antimicrobials
IFNAR1	3454	interferon alpha and beta receptor subunit 1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC	21	Antimicrobials
AZU1	566	azurocidin 1	AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC|hHBP	19	Antimicrobials
DEFB131B	100129216	defensin beta 131B	-	11	Antimicrobials
DEFA1A3	613253	"defensin alpha 1 and alpha 3, variable copy number locus"	DEFA1|DEFA3|DEFT1P	8	Antimicrobials
LCN1P1	286310	lipocalin 1 pseudogene 1	LCN1L1|bA430N14.2	9	Antimicrobials
S100G	795	S100 calcium binding protein G	CABP|CABP1|CABP9K|CALB3	X	Antimicrobials
DEFA7P	724067	"defensin alpha 7, pseudogene"	DEFA7	8	Antimicrobials
DEFB130B	100133267	defensin beta 130B	-	8	Antimicrobials
DEFB108F	100133128	defensin beta 108F (pseudogene)	DEFB108P5	4	Antimicrobials
DEFB131C	100128174	defensin beta 131C (pseudogene)	-	8	Antimicrobials
TCHHL1	126637	trichohyalin like 1	S100A17|THHL1	1	Antimicrobials
TINAGL1	64129	tubulointerstitial nephritis antigen like 1	ARG1|LCN7|LIECG3|TINAGRP	1	Antimicrobials
IFNGR1	3459	interferon gamma receptor 1	CD119|IFNGR|IMD27A|IMD27B	6	Antimicrobials
SLC22A17	51310	solute carrier family 22 member 17	24p3R|BOCT|BOIT|NGALR|NGALR2|NGALR3|hBOIT	14	Antimicrobials
WFIKKN1	117166	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"	C16orf12|RJD2|WFDC20A|WFIKKN	16	Antimicrobials
WFDC2	10406	WAP four-disulfide core domain 2	EDDM4|HE4|WAP5|dJ461P17.6	20	Antimicrobials
IL6	3569	interleukin 6	BSF-2|BSF2|CDF|HGF|HSF|IFN-beta-2|IFNB2|IL-6	7	Antimicrobials
UMODL1	89766	uromodulin like 1	-	21	Antimicrobials
TGFB1	7040	transforming growth factor beta 1	CED|DPD1|IBDIMDE|LAP|TGF-beta1|TGFB|TGFbeta	19	Antimicrobials
PF4V1	5197	platelet factor 4 variant 1	CXCL4L1|CXCL4V1|PF4-ALT|PF4A|SCYB4V1	4	Antimicrobials
MMP9	4318	matrix metallopeptidase 9	CLG4B|GELB|MANDP2|MMP-9	20	Antimicrobials
ANOS1	3730	anosmin 1	ADMLX|HH1|HHA|KAL|KAL1|KALIG-1|KMS|WFDC19	X	Antimicrobials
TLR4	7099	toll like receptor 4	ARMD10|CD284|TLR-4|TOLL	9	Antimicrobials
IFNG	3458	interferon gamma	IFG|IFI	12	Antimicrobials
SPAG11B	10407	sperm associated antigen 11B	EDDM2B|EP2|EP2C|EP2D|HE2|HE2C|SPAG11|SPAG11A	8	Antimicrobials
A2M	2	alpha-2-macroglobulin	A2MD|CPAMD5|FWP007|S863-7	12	Antimicrobials
CTSL	1514	cathepsin L	CATL|CTSL1|MEP	9	Antimicrobials
NFKB1	4790	nuclear factor kappa B subunit 1	CVID12|EBP-1|KBF1|NF-kB|NF-kB1|NF-kappa-B1|NF-kappaB|NF-kappabeta|NFKB-p105|NFKB-p50|NFkappaB	4	Antimicrobials
APOBEC3G	60489	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	A3G|ARCD|ARP-9|ARP9|CEM-15|CEM15|MDS019|bK150C2.7|dJ494G10.1	22	Antimicrobials
FABP6	2172	fatty acid binding protein 6	I-15P|I-BABP|I-BALB|I-BAP|ILBP|ILBP3|ILLBP	5	Antimicrobials
NOD2	64127	nucleotide binding oligomerization domain containing 2	ACUG|BLAU|BLAUS|CARD15|CD|CLR16.3|IBD1|NLRC2|NOD2B|PSORAS1|YAOS	16	Antimicrobials
MBL2	4153	mannose binding lectin 2	COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD	10	Antimicrobials
SFTPA1	653509	surfactant protein A1	COLEC4|PSAP|PSP-A|PSPA|SFTP1|SFTPA1B|SP-A|SP-A1|SP-A1 beta|SP-A1 delta|SP-A1 epsilon|SP-A1 gamma|SPA|SPA1	10	Antimicrobials
RBP1	5947	retinol binding protein 1	CRABP-I|CRBP|CRBP1|CRBPI|RBPC	3	Antimicrobials
TLR2	7097	toll like receptor 2	CD282|TIL4	4	Antimicrobials
SLC40A1	30061	solute carrier family 40 member 1	FPN1|HFE4|IREG1|MST079|MSTP079|MTP1|SLC11A3	2	Antimicrobials
PLAU	5328	"plasminogen activator, urokinase"	ATF|BDPLT5|QPD|UPA|URK|u-PA	10	Antimicrobials
IL1B	3553	interleukin 1 beta	IL-1|IL1-BETA|IL1F2|IL1beta	2	Antimicrobials
PAEP	5047	progestagen associated endometrial protein	GD|GdA|GdF|GdS|PAEG|PEP|PP14|ZIF-1	9	Antimicrobials
HJV	148738	hemojuvelin BMP co-receptor	HFE2|HFE2A|JH|RGMC	1	Antimicrobials
MUC5AC	4586	"mucin 5AC, oligomeric mucus/gel-forming"	MUC5|TBM|leB|mucin	11	Antimicrobials
CTSS	1520	cathepsin S	-	1	Antimicrobials
OBP2A	29991	odorant binding protein 2A	LCN13|OBP|OBP2C|OBPIIa|hOBPIIa	9	Antimicrobials
PLTP	5360	phospholipid transfer protein	BPIFE|HDLCQ9	20	Antimicrobials
MX1	4599	MX dynamin like GTPase 1	IFI-78K|IFI78|MX|MxA|lncMX1-215	21	Antimicrobials
DDX58	23586	DExD/H-box helicase 58	RIG-I|RIG1|RIGI|RLR-1|SGMRT2	9	Antimicrobials
IFNL1	282618	interferon lambda 1	IL-29|IL29	19	Antimicrobials
IRF3	3661	interferon regulatory factor 3	IIAE7	19	Antimicrobials
SFTPA2	729238	surfactant protein A2	COLEC5|PSAP|PSP-A|PSPA|SFTP1|SFTPA2B|SP-2A|SP-A|SPA2|SPAII	10	Antimicrobials
LPA	4018	lipoprotein(a)	AK38|APOA|LP	6	Antimicrobials
LBP	3929	lipopolysaccharide binding protein	BPIFD2	20	Antimicrobials
RBP4	5950	retinol binding protein 4	MCOPCB10|RDCCAS	10	Antimicrobials
SFTPA1	653509	surfactant protein A1	COLEC4|PSAP|PSP-A|PSPA|SFTP1|SFTPA1B|SP-A|SP-A1|SP-A1 beta|SP-A1 delta|SP-A1 epsilon|SP-A1 gamma|SPA|SPA1	10	Antimicrobials
NOX4	50507	NADPH oxidase 4	KOX|KOX-1|RENOX	11	Antimicrobials
LTF	4057	lactotransferrin	GIG12|HEL110|HLF2|LF	3	Antimicrobials
IFNB1	3456	interferon beta 1	IFB|IFF|IFN-beta|IFNB	9	Antimicrobials
RBP5	83758	retinol binding protein 5	CRBP-III|CRBP3|CRBPIII|HRBPiso	12	Antimicrobials
FABP7	2173	fatty acid binding protein 7	B-FABP|BLBP|FABPB|MRG	6	Antimicrobials
FABP5	2171	fatty acid binding protein 5	E-FABP|EFABP|KFABP|PA-FABP|PAFABP	8	Antimicrobials
FABP3	2170	fatty acid binding protein 3	FABP11|H-FABP|M-FABP|MDGI|O-FABP	1	Antimicrobials
FABP2	2169	fatty acid binding protein 2	FABPI|I-FABP	4	Antimicrobials
FABP4	2167	fatty acid binding protein 4	A-FABP|AFABP|ALBP|HEL-S-104|aP2	8	Antimicrobials
R3HDML	140902	R3H domain containing like	dJ881L22.3	20	Antimicrobials
BPIFA3	128861	BPI fold containing family A member 3	C20orf71|SPLUNC3	20	Antimicrobials
BPIFB1	92747	BPI fold containing family B member 1	C20orf114|LPLUNC1	20	Antimicrobials
OASL	8638	2'-5'-oligoadenylate synthetase like	OASL1|OASLd|TRIP-14|TRIP14|p59 OASL|p59-OASL|p59OASL	12	Antimicrobials
CRABP2	1382	cellular retinoic acid binding protein 2	CRABP-II|RBP6	1	Antimicrobials
CRABP1	1381	cellular retinoic acid binding protein 1	CRABP|CRABP-I|CRABPI|RBP5	15	Antimicrobials
RBP7	116362	retinol binding protein 7	CRABP4|CRBP4|CRBPIV	1	Antimicrobials
DUOX1	53905	dual oxidase 1	LNOX1|NOXEF1|THOX1	15	Antimicrobials
OBP2B	29989	odorant binding protein 2B	LCN14|OBPIIb	9	Antimicrobials
RBP2	5948	retinol binding protein 2	CRABP-II|CRBP2|CRBPII|RBPC2	3	Antimicrobials
LCN15	389812	lipocalin 15	PRO6093|UNQ2541	9	Antimicrobials
CETP	1071	cholesteryl ester transfer protein	BPIFF|HDLCQ10	16	Antimicrobials
FABP12	646486	fatty acid binding protein 12	-	8	Antimicrobials
FABP9	646480	fatty acid binding protein 9	PERF|PERF15|T-FABP|TLBP	8	Antimicrobials
BPIFA1	51297	BPI fold containing family A member 1	LUNX|NASG|PLUNC|SPLUNC1|SPURT|bA49G10.5	20	Antimicrobials
LCNL1	401562	lipocalin like 1	-	9	Antimicrobials
C8G	733	complement C8 gamma chain	C8C	9	Antimicrobials
SPAG11A	653423	sperm associated antigen 11A	EDDM2A|HE2	8	Antimicrobials
PI15	51050	peptidase inhibitor 15	CRISP8|P24TI|P25TI	8	Antimicrobials
NOX1	27035	NADPH oxidase 1	GP91-2|MOX1|NOH-1|NOH1	X	Antimicrobials
PMP2	5375	peripheral myelin protein 2	CMT1G|FABP8|M-FABP|MP2|P2	8	Antimicrobials
APOD	347	apolipoprotein D	-	3	Antimicrobials
ORM2	5005	orosomucoid 2	AGP-B|AGP-B'|AGP2	9	Antimicrobials
ORM1	5004	orosomucoid 1	AGP-A|AGP1|HEL-S-153w|ORM	9	Antimicrobials
TNF	7124	tumor necrosis factor	DIF|TNF-alpha|TNFA|TNFSF2|TNLG1F	6	Antimicrobials
CTSG	1511	cathepsin G	CATG|CG	14	Antimicrobials
PRTN3	5657	proteinase 3	ACPA|AGP7|C-ANCA|CANCA|MBN|MBT|NP-4|NP4|P29|PR-3|PR3	19	Antimicrobials
MAPK1	5594	mitogen-activated protein kinase 1	ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK	22	Antimicrobials
PML	5371	PML nuclear body scaffold	MYL|PP8675|RNF71|TRIM19	15	Antimicrobials
AEN	64782	apoptosis enhancing nuclease	ISG20L1|pp12744	15	Antimicrobials
CYBB	1536	cytochrome b-245 beta chain	AMCBX2|CGD|GP91-1|GP91-PHOX|GP91PHOX|IMD34|NOX2|p91-PHOX	X	Antimicrobials
BPIFA2	140683	BPI fold containing family A member 2	C20orf70|PSP|SPLUNC2|bA49G10.1	20	Antimicrobials
ISG20	3669	interferon stimulated exonuclease gene 20	CD25|HEM45	15	Antimicrobials
BCL3	602	BCL3 transcription coactivator	BCL4|D19S37	19	Antimicrobials
ISG20L2	81875	interferon stimulated exonuclease gene 20 like 2	HSD38	1	Antimicrobials
NOX5	79400	NADPH oxidase 5	-	15	Antimicrobials
NOX3	50508	NADPH oxidase 3	GP91-3|MOX-2	6	Antimicrobials
DUOX2	50506	dual oxidase 2	LNOX2|NOXEF2|P138-TOX|TDH6|THOX2	15	Antimicrobials
TLR3	7098	toll like receptor 3	CD283|IIAE2	4	Antimicrobials
TFRC	7037	transferrin receptor	CD71|IMD46|T9|TFR|TFR1|TR|TRFR|p90	3	Antimicrobials
IFIH1	64135	interferon induced with helicase C domain 1	AGS7|Hlcd|IDDM19|MDA-5|MDA5|RLR-2|SGMRT1	2	Antimicrobials
LRP1	4035	LDL receptor related protein 1	A2MR|APOER|APR|CD91|IGFBP-3R|IGFBP3R|IGFBP3R1|KPA|LRP|LRP1A|TGFBR5	12	Antimicrobials
TRIM5	85363	tripartite motif containing 5	RNF88|TRIM5alpha	11	Antimicrobials
IDO1	3620	"indoleamine 2,3-dioxygenase 1"	IDO|IDO-1|INDO	8	Antimicrobials
GDF15	9518	growth differentiation factor 15	GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB	19	Antimicrobials
NEDD4	4734	NEDD4 E3 ubiquitin protein ligase	NEDD4-1|RPF1	15	Antimicrobials
ADIPOQ	9370	"adiponectin, C1Q and collagen domain containing"	ACDC|ACRP30|ADIPQTL1|ADPN|APM-1|APM1|GBP28	3	Antimicrobials
STAT3	6774	signal transducer and activator of transcription 3	ADMIO|ADMIO1|APRF|HIES	17	Antimicrobials
STAT1	6772	signal transducer and activator of transcription 1	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	2	Antimicrobials
IFNL2	282616	interferon lambda 2	IL-28A|IL28A	19	Antimicrobials
SOCS3	9021	suppressor of cytokine signaling 3	ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3	17	Antimicrobials
SEMG1	6406	semenogelin 1	CT103|SEMG|SGI|dJ172H20.2	20	Antimicrobials
TNFSF10	8743	TNF superfamily member 10	APO2L|Apo-2L|CD253|TL2|TNLG6A|TRAIL	3	Antimicrobials
CCL20	6364	C-C motif chemokine ligand 20	CKb4|Exodus|LARC|MIP-3-alpha|MIP-3a|MIP3A|SCYA20|ST38	2	Antimicrobials
SOCS1	8651	suppressor of cytokine signaling 1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3	16	Antimicrobials
RNASEL	6041	ribonuclease L	PRCA1|RNS4	1	Antimicrobials
IRF1	3659	interferon regulatory factor 1	IRF-1|MAR	5	Antimicrobials
IL15	3600	interleukin 15	IL-15	4	Antimicrobials
APOBEC3F	200316	apolipoprotein B mRNA editing enzyme catalytic subunit 3F	A3F|ARP8|BK150C2.4.MRNA|KA6	22	Antimicrobials
PLAAT4	5920	phospholipase A and acyltransferase 4	HRASLS4|HRSL4|PLA1/2-3|PLAAT-4|RARRES3|RIG1|TIG3	11	Antimicrobials
CHIT1	1118	chitinase 1	CHI3|CHIT|CHITD	1	Antimicrobials
IFNA1	3439	interferon alpha 1	IFL|IFN|IFN-ALPHA|IFN-alphaD|IFNA13|IFNA@|leIF D	9	Antimicrobials
CD40	958	CD40 molecule	Bp50|CDW40|TNFRSF5|p50	20	Antimicrobials
TLR7	51284	toll like receptor 7	TLR7-like	X	Antimicrobials
PPIA	5478	peptidylprolyl isomerase A	CYPA|CYPH|HEL-S-69p	7	Antimicrobials
HFE	3077	homeostatic iron regulator	HFE1|HH|HLA-H|MVCD7|TFQTL2	6	Antimicrobials
ZYX	7791	zyxin	ESP-2|HED-2	7	Antimicrobials
NLRX1	79671	NLR family member X1	CLR11.3|DLNB26|NOD26|NOD5|NOD9	11	Antimicrobials
PGC	5225	progastricsin	PEPC|PGII	6	Antimicrobials
VEGFA	7422	vascular endothelial growth factor A	MVCD1|VEGF|VPF	6	Antimicrobials
IKBKE	9641	inhibitor of nuclear factor kappa B kinase subunit epsilon	IKK-E|IKK-i|IKKE|IKKI	1	Antimicrobials
ISG15	9636	ISG15 ubiquitin like modifier	G1P2|IFI15|IMD38|IP17|UCRP|hUCRP	1	Antimicrobials
DHX58	79132	DExH-box helicase 58	D11LGP2|D11lgp2e|LGP2|RLR-3	17	Antimicrobials
TNFAIP3	7128	TNF alpha induced protein 3	A20|AISBL|OTUD7C|TNFA1P2	6	Antimicrobials
TFR2	7036	transferrin receptor 2	HFE3|TFRC2	7	Antimicrobials
FCN2	2220	ficolin 2	EBP-37|FCNL|P35|ficolin-2	9	Antimicrobials
MUC4	4585	"mucin 4, cell surface associated"	ASGP|HSA276359|MUC-4	3	Antimicrobials
F2R	2149	coagulation factor II thrombin receptor	CF2R|HTR|PAR-1|PAR1|TR	5	Antimicrobials
ELN	2006	elastin	ADCL1|SVAS|WBS|WS	7	Antimicrobials
IL27	246778	interleukin 27	IL-27|IL-27A|IL27A|IL27p28|IL30|p28	16	Antimicrobials
MAPT	4137	microtubule associated protein tau	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	17	Antimicrobials
LYZ	4069	lysozyme	LYZF1|LZM	12	Antimicrobials
CCL5	6352	C-C motif chemokine ligand 5	D17S136E|RANTES|SCYA5|SIS-delta|SISd|TCP228|eoCP	17	Antimicrobials
LEP	3952	leptin	LEPD|OB|OBS	7	Antimicrobials
CYLD	1540	CYLD lysine 63 deubiquitinase	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	16	Antimicrobials
KLKB1	3818	kallikrein B1	KLK3|PKK|PKKD|PPK	4	Antimicrobials
CST4	1472	cystatin S	-	20	Antimicrobials
CSRP1	1465	cysteine and glycine rich protein 1	CRP|CRP1|CSRP|CYRP|D1S181E|HEL-141|HEL-S-286	1	Antimicrobials
MAPK14	1432	mitogen-activated protein kinase 14	CSBP|CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	6	Antimicrobials
JUN	3725	"Jun proto-oncogene, AP-1 transcription factor subunit"	AP-1|AP1|c-Jun|cJUN|p39	1	Antimicrobials
ITGAV	3685	integrin subunit alpha V	CD51|MSK8|VNRA|VTNR	2	Antimicrobials
IRF5	3663	interferon regulatory factor 5	SLEB10	7	Antimicrobials
CCR6	1235	C-C motif chemokine receptor 6	BN-1|C-C CKR-6|CC-CKR-6|CCR-6|CD196|CKR-L3|CKRL3|CMKBR6|DCR2|DRY6|GPR29|GPRCY4|STRL22	6	Antimicrobials
IL12B	3593	interleukin 12B	CLMF|CLMF2|IL-12B|IMD28|IMD29|NKSF|NKSF2	5	Antimicrobials
TLR8	51311	toll like receptor 8	CD288	X	Antimicrobials
GNLY	10578	granulysin	D2S69E|LAG-2|LAG2|NKG5|TLA519	2	Antimicrobials
CD81	975	CD81 molecule	CVID6|S5.7|TAPA1|TSPAN28	11	Antimicrobials
EIF2AK2	5610	eukaryotic translation initiation factor 2 alpha kinase 2	EIF2AK1|LEUDEN|PKR|PPP1R83|PRKR	2	Antimicrobials
APOM	55937	apolipoprotein M	G3a|HSPC336|NG20|apo-M	6	Antimicrobials
CACYBP	27101	calcyclin binding protein	GIG5|PNAS-107|S100A6BP|SIP	1	Antimicrobials
NOD1	10392	nucleotide binding oligomerization domain containing 1	CARD4|CLR7.1|NLRC1	7	Antimicrobials
MAPK8	5599	mitogen-activated protein kinase 8	JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c	10	Antimicrobials
MAPK3	5595	mitogen-activated protein kinase 3	ERK-1|ERK1|ERT2|HS44KDAP|HUMKER1A|P44ERK1|P44MAPK|PRKM3|p44-ERK1|p44-MAPK	16	Antimicrobials
BST2	684	bone marrow stromal cell antigen 2	CD317|TETHERIN	19	Antimicrobials
BPHL	670	biphenyl hydrolase like	BPH-RP|MCNAA|VACVASE	6	Antimicrobials
PLA2G2A	5320	phospholipase A2 group IIA	MOM1|PLA2|PLA2B|PLA2L|PLA2S|PLAS1|sPLA2	1	Antimicrobials
GRN	2896	granulin precursor	CLN11|GEP|GP88|PCDGF|PEPI|PGRN	17	Antimicrobials
NEWENTRY	192343	-	-	-	Antimicrobials
PDGFRA	5156	platelet derived growth factor receptor alpha	CD140A|PDGFR-2|PDGFR2	4	Antimicrobials
GNAI1	2770	G protein subunit alpha i1	Gi	7	Antimicrobials
WNT5A	7474	Wnt family member 5A	hWNT5A	3	Antimicrobials
FURIN	5045	"furin, paired basic amino acid cleaving enzyme"	FUR|PACE|PCSK3|SPC1	15	Antimicrobials
ADAR	103	adenosine deaminase RNA specific	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	1	Antimicrobials
TYK2	7297	tyrosine kinase 2	IMD35|JTK1	19	Antimicrobials
NOS2	4843	nitric oxide synthase 2	HEP-NOS|INOS|NOS|NOS2A	17	Antimicrobials
TRAF3	7187	TNF receptor associated factor 3	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1|RNF118	14	Antimicrobials
TPT1	7178	"tumor protein, translationally-controlled 1"	HRF|TCTP|p02|p23	13	Antimicrobials
TPM2	7169	tropomyosin 2	AMCD1|DA1|DA2B|DA2B4|HEL-S-273|NEM4|TMSB	9	Antimicrobials
NEO1	4756	neogenin 1	IGDCC2|NGN|NTN1R2	15	Antimicrobials
AHNAK	79026	AHNAK nucleoprotein	AHNAKRS|PM227	11	Antimicrobials
TLR1	7096	toll like receptor 1	CD281|TIL|TIL. LPRS5|rsc786	4	Antimicrobials
TK2	7084	thymidine kinase 2	MTDPS2|MTTK|PEOB3|SCA31	16	Antimicrobials
PRDX2	7001	peroxiredoxin 2	HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA	19	Antimicrobials
MX2	4600	MX dynamin like GTPase 2	MXB	21	Antimicrobials
FGF2	2247	fibroblast growth factor 2	BFGF|FGF-2|FGFB|HBGF-2	4	Antimicrobials
FGA	2243	fibrinogen alpha chain	Fib2	4	Antimicrobials
TCF7L2	6934	transcription factor 7 like 2	TCF-4|TCF4	10	Antimicrobials
F2RL1	2150	F2R like trypsin receptor 1	GPR11|PAR2	5	Antimicrobials
TKFC	26007	triokinase and FMN cyclase	DAK|NET45|TKFCD	11	Antimicrobials
MSR1	4481	macrophage scavenger receptor 1	CD204|SCARA1|SR-A|SR-AI|SR-AII|SR-AIII|SRA|phSR1|phSR2	8	Antimicrobials
NFKBIZ	64332	NFKB inhibitor zeta	IKBZ|INAP|MAIL	3	Antimicrobials
LMBR1	64327	limb development membrane protein 1	ACHP|C7orf2|DIF14|LSS|PPD2|THYP|TPT|ZRS	7	Antimicrobials
EPPIN	57119	epididymal peptidase inhibitor	CT71|CT72|SPINLW1|WAP7|WFDC7|dJ461P17.2	20	Antimicrobials
SRC	6714	"SRC proto-oncogene, non-receptor tyrosine kinase"	ASV|SRC1|THC6|c-SRC|p60-Src	20	Antimicrobials
MPO	4353	myeloperoxidase	-	17	Antimicrobials
ELAVL1	1994	ELAV like RNA binding protein 1	ELAV1|HUR|Hua|MelG	19	Antimicrobials
ROBO3	64221	roundabout guidance receptor 3	HGPPS|HGPPS1|HGPS|RBIG1|RIG1	11	Antimicrobials
SP1	6667	Sp1 transcription factor	-	12	Antimicrobials
SOD1	6647	superoxide dismutase 1	ALS|ALS1|HEL-S-44|IPOA|SOD|STAHP|hSod1|homodimer	21	Antimicrobials
PDF	64146	"peptide deformylase, mitochondrial"	-	16	Antimicrobials
